"ABSTIMMUNGSTAG","STAT_VORLAGE_ID","VORLAGE_KURZBEZ","VORLAGE_LANGBEZ","BFS","STAT_GEMEINDE_ID","GEMEINDE","BEZIRK","AZ_STIMMBERECHTIGTE","AZ_EINGELEGTE_STIMMZETTEL","STIMMBETEILIGUNG","AZ_GÜLTIGE_STIMMZETTEL","AZ_JA_STIMMEN","AZ_NEIN_STIMMEN","AZ_LEERE_STIMMZETTEL","AZ_OHNEANTWORT_STIMMEN","AZ_UNGÜLTIGE_STIMMZETTEL","Gesamtanzahl_Stimmen","Ja_Stimmenanteil"
"04.02.1838",801,"Mandatsverteilung zwischen Stadt und Landschaft bei den Grosssratswahlen","Mandatsverteilung zwischen Stadt und Landschaft bei den Grosssratswahlen",1,1,"Aeugst a.A.","Affoltern",131,25,19.08,25,13,12,0,NA,0,
