"ABSTIMMUNGSTAG","VORLAGE_KURZBEZ","STAT_VORLAGE_ID","ABSTIMMUNGSART_BEZ","ANNEHMENDE_GEBIETE","ABLEHNENDE_GEBIETE","JA_ANTEIL_PROZENT","Policy_Feld"
2012-11-25,"Tierseuchengesetz",378,"eidgenössisch",161,13,67.18,"Andere"
2013-03-03,"Gegenvorschlag zu Personalrecht",388,"kantonal",11,163,42.28,"Bildung"
2013-03-03,"Sanierung Versicherungskasse für das Staatspersonal",392,"kantonal",165,9,65.21,"Soziales"
2013-03-03,"Mittelschulgesetz",391,"kantonal",173,1,69.27,"Bildung"
2013-03-03,"Steuergesetz",390,"kantonal",69,105,44.08,"Finanzen"
2013-03-03,"Familienpolitik",384,"eidgenössisch",57,117,53.57,"Soziales"
2013-03-03,"Abzockerinitiative",385,"eidgenössisch",174,0,70.2,"Wirtschaft"
2013-03-03,"Raumplanungsgesetz",386,"eidgenössisch",174,0,71.26,"Umwelt+Verkehr"
2013-03-03,"Personalrecht Volksschule",387,"kantonal",174,0,67.92,"Bildung"
2013-03-03,"Stichfrage zu Personalrecht",389,"kantonal",172,2,59.32,"Bildung"
2013-06-09,"Volkswahl des Bundesrates",393,"eidgenössisch",0,174,25.27,"Demokratie"
2013-06-09,"Änderung des Asylgesetzes",394,"eidgenössisch",173,1,79.68,"Migrarion"
2013-06-09,"Gegen Gewalt bei Sportveranstaltungen",395,"kantonal",174,0,85.45,"Law+Order"
2013-06-09,"Volksinitiative ""Bonzensteuer""",396,"kantonal",6,168,38.42,"Finanzen"
2013-09-22,"Volksinitiative «Für mehr Demokratie»",2400,"kantonal",1,173,24.98,"Demokratie"
2013-09-22,"Arbeitsgesetz: Öffnungszeiten der Tankstellenshops",2399,"eidgenössisch",169,5,62.63,"Wirtschaft"
2013-09-22,"Epidemiengesetz",2398,"eidgenössisch",142,32,60.49,"Gesundheit"
2013-09-22,"Volksinitiative Aufhebung der Wehrpflicht",2397,"eidgenössisch",2,172,28.6,"Law+Order"
2013-11-24,"Volksinitiative ""1:12 - für gerechte Löhne""",2401,"eidgenössisch",1,173,32.85,"Soziales"
2013-11-24,"Volksinitiative Steuerabzüge auch Kinder-Selbstbetreuung",2402,"eidgenössisch",43,131,39.05,"Soziales"
2013-11-24,"Nationalstrassenabgabegesetz: NSAG",2403,"eidgenössisch",10,164,44.31,"Umwelt+Verkehr"
2014-02-09,"Ausbau der Eisenbahninfrastruktur",2404,"eidgenössisch",138,36,63.13,"Umwelt+Verkehr"
2014-02-09,"Planungs- und Baugesetz (PBG)",2407,"kantonal",68,106,54.63,"Umwelt+Verkehr"
2014-02-09,"Volksinitiative ""Gegen Masseneinwanderung""",2406,"eidgenössisch",126,48,47.34,"Migrarion"
2014-02-09,"Volksinitiative ""Abtreibungsfinanzierung ist Privatsache""",2405,"eidgenössisch",1,173,29.93,"Kirche+Staat"
2014-05-18,"Kirchensteuerinitiative",2412,"kantonal",0,174,28.16,"Kirche+Staat"
2014-05-18,"Gripen-Fonds-Gesetz",2411,"eidgenössisch",143,31,48.74,"Sicherheit+Armee"
2014-05-18,"Mindestlohn-Initiative",2410,"eidgenössisch",0,174,25.3,"Wirtschaft"
2014-05-18,"Pädophile sollen nicht mehr mit Kindern arbeiten dürfen",2409,"eidgenössisch",166,8,57.25,"Law+Order"
2014-05-18,"Keine Werbung für alkoholische Getränke auf Sportplätzen",2413,"kantonal",0,174,37.83,"Andere"
2014-05-18,"Medizinische Grundversorgung",2408,"eidgenössisch",174,0,86.82,"Gesundheit"
2014-09-28,"Schluss mit der MwSt-Diskriminierung des Gastgewerbes!",2414,"eidgenössisch",0,174,23.93,"Finanzen"
2014-09-28,"Volksabstimmung Mindestanteil preisgünstiger Wohnraum",2416,"kantonal",88,86,58.39,"Soziales"
2014-09-28,"Für eine öffentliche Krankenkasse",2415,"eidgenössisch",1,173,32.47,"Gesundheit"
2014-11-30,"Volksinitiative: Abschaffung der Pauschalbesteuerung",2417,"eidgenössisch",33,142,49.08,"Finanzen"
2014-11-30,"Volksinitiative: «Stopp der Überbevölkerung»",2418,"eidgenössisch",0,175,24.35,"Migrarion"
2014-11-30,"Volksinitiative: «Rettet unser Schweizer Gold»",2419,"eidgenössisch",0,175,20.57,"Finanzen"
2014-11-30,"Staatsbeitrag an den Bau der Tramverbindung Hardbrücke in Zürich-West",2420,"kantonal",162,12,66.03,"Finanzen"
2014-11-30,"Volksinitiative: «Mehr Qualität im Unterricht dank kleinerer Klassen»",2421,"kantonal",0,174,34.48,"Bildung"
2014-11-30,"Stichfrage: Mehr Qualität im Unterricht",2423,"kantonal",0,174,33.9,"Bildung"
2014-11-30,"Gegenvorschlag: Lehrpersonalgesetz Verringerung der Klassengrösse",2422,"kantonal",65,109,53.33,"Bildung"
2014-11-30,"Volksinitiative: Bahnhof Stadelhofen",2424,"kantonal",0,174,33.33,"Umwelt+Verkehr"
2015-03-08,"Volksinitiative «Energie- statt Mehrwertsteuer»",2426,"eidgenössisch",0,175,10.86,"Finanzen"
2015-03-08,"Volksinitiative«Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",2425,"eidgenössisch",0,175,20.42,"Finanzen"
2015-06-14,"Stipendieninitiative",2428,"eidgenössisch",1,174,26.63,"Soziales"
2015-06-14,"Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie",2427,"eidgenössisch",163,12,64.77,"Kirche+Staat"
2015-06-14,"Erbschaftssteuerreform",2429,"eidgenössisch",2,173,32.95,"Finanzen"
2015-06-14,"Bundesgesetz über Radio und Fernsehen",2430,"eidgenössisch",21,154,47.93,"Andere"
2015-06-14,"Obligatorisches Referendum für Gebühren",2431,"kantonal",5,169,40.61,"Bildung"
2015-06-14,"Gebührenkatalog",2432,"kantonal",0,174,35.7,"Bildung"
2015-06-14,"Keine Härtefallkommission für abgewiesene Asylsuchende",2433,"kantonal",1,173,31.76,"Migrarion"
2015-11-22,"Staatsbeiträge für den Bau der Limmattalbahn",2434,"kantonal",157,17,64.45,"Umwelt+Verkehr"
2016-02-28,"Durchsetzungsinitiative",2436,"eidgenössisch",30,145,35.01,"Migrarion"
2016-02-28,"Für Ehe und Familie",2435,"eidgenössisch",84,91,43.46,"Kirche+Staat"
2016-02-28,"Keine Spekulation mit Nahrungsmitteln",2437,"eidgenössisch",7,168,40.37,"Wirtschaft"
2016-02-28,"Sanierung Gotthard-Strassentunnel",2438,"eidgenössisch",161,14,55.57,"Umwelt+Verkehr"
2016-02-28,"Notariatsgesetz",2439,"kantonal",164,10,57.61,"Andere"
2016-02-28,"Verwaltungsrechtspflegegesetz",2440,"kantonal",172,2,61.26,"Andere"
2016-02-28,"Bildungsinitiative",2441,"kantonal",0,174,24.79,"Bildung"
2016-02-28,"Lohndumpinginitiative",2442,"kantonal",5,169,36.74,"Soziales"
2016-06-05,"Für ein bedingungsloses Grundeinkommen",2444,"eidgenössisch",1,174,25.09,"Soziales"
2016-06-05,"Pro Service public",2443,"eidgenössisch",0,175,31.08,"Andere"
2016-06-05,"Für eine faire Verkehrsfinanzierung",2445,"eidgenössisch",1,174,28.71,"Umwelt+Verkehr"
2016-06-05,"Gerichts- und Behördenorganisation im Zivil- und Strafprozess",2448,"kantonal",139,35,65.64,"Andere"
2016-06-05,"Änderung des Asylgesetzes",2447,"eidgenössisch",170,5,70.07,"Migrarion"
2016-06-05,"Fortpflanzungsmedizingesetz",2446,"eidgenössisch",167,8,63.1,"Kirche+Staat"
2016-09-25,"Volksinitiative «Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)»",2449,"eidgenössisch",6,169,37.67,"Finanzen"
2016-09-25,"Volksinitiative «AHVplus: für eine starke AHV»",2450,"eidgenössisch",3,172,38.34,"Soziales"
2016-09-25,"Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz: NDG)",2451,"eidgenössisch",173,2,63.98,"Sicherheit+Armee"
2016-09-25,"Volksinitiative «Bezahlbare Kinderbetreuung für alle»",2452,"kantonal",2,172,29.48,"Soziales"
2016-11-27,"Umsetzung der Kulturlandinitiative Änderung des Planungs- und Baugesetzes (PBG)",2454,"kantonal",6,168,41.02,"Finanzen"
2016-11-27,"Volksinitiative «Für den geordneten Ausstieg aus der Atomenergie (Atomausstiegsinitiative)»",2453,"eidgenössisch",19,156,47.13,"Umwelt+Verkehr"
2016-11-27,"Kantonale Volksinitiative «Schutz der Ehe»",2455,"kantonal",0,174,19.09,"Kirche+Staat"
2017-02-12,"Unternehmenssteuerreformgesetz III",2458,"eidgenössisch",12,163,37.53,"Wirtschaft"
2017-02-12,"Fonds für die Nationalstrassen und den Agglomerationsverkehr",2457,"eidgenössisch",168,7,60.27,"Umwelt+Verkehr"
2017-02-12,"Erleichterte Einbürgerung der dritten Ausländergeneration",2456,"eidgenössisch",129,46,63.18,"Migrarion"
2017-05-21,"Gesetz über die Kantonsspital Winterthur AG",2460,"kantonal",82,92,46.52,"Gesundheit"
2017-05-21,"Kantonale Volksinitiative «Mehr Qualität – eine Fremdsprache an der Primarschule»",2462,"kantonal",17,157,39.24,"Bildung"
2017-05-21,"Gesetz über die Integrierte Psychiatrie Winterthur – Zürcher Unterland AG",2461,"kantonal",97,77,48.8,"Umwelt+Verkehr"
2017-05-21,"Energiegesetz (EnG) vom 30. September 2016",2459,"eidgenössisch",105,70,58.79,"Wirtschaft"
2017-09-24,"Steuergesetz (Begrenzung des Arbeitswegkostenabzugs)",2467,"kantonal",163,11,70.71,"Finanzen"
2017-09-24,"Kantonsverfassung (Gegenvorschlag zur Anti-Stauinitiative)",2466,"kantonal",166,8,61.27,"Umwelt+Verkehr"
2017-09-24,"Gesetz über die Jugendheime und die Pflegekinderfürsorge",2468,"kantonal",173,1,74.42,"Soziales"
2017-09-24,"Bundesgesetz vom 17. März 2017 über die Reform der Altersvorsorge 2020",2465,"eidgenössisch",34,141,50.93,"Soziales"
2017-09-24,"Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer",2464,"eidgenössisch",77,98,54.35,"Finanzen"
2017-09-24,"Bundesbeschluss vom 14. März 2017 über die Ernährungssicherheit",2463,"eidgenössisch",175,0,77.27,"Umwelt+Verkehr"
2017-09-24,"Sozialhilfegesetz (Aufhebung Sozialhilfeleistungen für vorläufig Aufgenommene)",2469,"kantonal",171,3,67.2,"Migrarion"
2018-03-04,"Neue Finanzordnung 2021",2470,"eidgenössisch",175,0,86.83,"Finanzen"
2018-03-04,"Ja zur Abschaffung der Radio- und Fernsehgebühren",2471,"eidgenössisch",0,175,28.44,"Andere"
2018-03-04,"Kantonale Volksinitiative «Lehrplan vors Volk»",2472,"kantonal",0,174,23.59,"Bildung"
2018-06-10,"Volksinitiative «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank!»",2473,"eidgenössisch",0,175,24.67,"Andere"
2018-06-10,"Bundesgesetz über Geldspiele (Geldspielgesetz)",2474,"eidgenössisch",175,0,65.87,"Wirtschaft"
2018-06-10,"Verrechnung von Geschäftsverlusten bei der Grundstückgewinnsteuer",2475,"kantonal",150,24,53.56,"Finanzen"
2018-06-10,"Einlage in den Verkehrsfonds",2476,"kantonal",0,174,33.22,"Umwelt+Verkehr"
2018-09-23,"Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege",2477,"eidgenössisch",174,1,71.92,"Umwelt+Verkehr"
2018-09-23,"Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»",2482,"kantonal",0,174,17.09,"Umwelt+Verkehr"
2018-09-23,"Kantonale Volksinitiative «Wildhüter statt Jäger»",2481,"kantonal",0,174,16.14,"Umwelt+Verkehr"
2018-09-23,"Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»",2478,"eidgenössisch",4,171,35.31,"Umwelt+Verkehr"
2018-09-23,"Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»",2479,"eidgenössisch",0,175,25.92,"Umwelt+Verkehr"
2018-09-23,"Kantonale Volksinitiative «Film- und Medienförderungsgesetz»",2480,"kantonal",0,174,19.22,"Finanzen"
2018-11-25,"Volksinitiative vom 23. März 2016 «Für die Würde der landwirtschaftlichen Nutztiere»",2483,"eidgenössisch",24,151,48.13,"Umwelt+Verkehr"
2018-11-25,"Volksinitiative vom 12. August 2016 «Schweizer Recht statt fremde Richter»",2484,"eidgenössisch",19,156,32.07,"Demokratie"
2018-11-25,"Änderung des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG)",2485,"eidgenössisch",170,5,64.27,"Soziales"
2019-02-10,"Volksinitiative  «Zersiedelung stoppen – für eine nachhaltige Siedlungsentwicklung (Zersiedelungsinitiative)»",2486,"eidgenössisch",8,167,40.04,"Umwelt+Verkehr"
2019-02-10,"Hundegesetz",2487,"kantonal",1,173,30.42,"Andere"
2019-02-10,"Wassergesetz",2488,"kantonal",53,121,45.43,"Andere"
2019-05-19,"Bundesgesetz über die Steuerreform und die AHV Finanzierung",2489,"eidgenössisch",173,2,65.87,"Soziales"
2019-05-19,"Umsetzung einer Änderung der EU-Waffenrichtlinie",2490,"eidgenössisch",152,23,70.58,"Law+Order"
2019-09-01,"Steuergesetz (StG) (Änderung vom 1. April 2019: Steuervorlage 17)",2491,"kantonal",146,28,55.95,"Finanzen"
2020-02-09,"Volksinitiative «Mehr bezahlbare Wohnungen»",2492,"eidgenössisch",16,159,46.5,"Soziales"
2020-02-09,"Verbot der Diskriminierung aufgrund der sexuellen Orientierung",2493,"eidgenössisch",133,42,63.52,"Kirche+Staat"
2020-02-09,"Gesetz über den Personaltransport mit Taxis und Limousinen",2494,"kantonal",97,77,52.84,"Andere"
2020-02-09,"Rosengarten-Verkehrsgesetz",2495,"kantonal",1,173,37.23,"Umwelt+Verkehr"
2020-02-09,"Rahmenkredit für das Gesamtprojekt Rosengartentram und Rosengarten",2496,"kantonal",0,174,36.32,"Umwelt+Verkehr"
2020-02-09,"Volksinitiative «Für die Entlastung der unteren und mittleren Einkommen (Entlastungsinitiative)»",2497,"kantonal",14,160,42.04,"Umwelt+Verkehr"
2020-02-09,"Volksinitiative «Mittelstandsinitiative - weniger Steuerbelastung für alle»",2498,"kantonal",0,174,29.63,"Finanzen"
2020-02-09,"Stichfrage",2499,"kantonal",98,76,54.95,"Finanzen"
2020-09-27,"Volksinitiative «Für eine massvolle Zuwanderung»",2505,"eidgenössisch",26,149,34.25,"Migrarion"
2020-09-27,"Strassengesetz (StrG) (Änderung: Unterhalt von Gemeindestrassen)",2511,"kantonal",127,47,55.23,"Umwelt+Verkehr"
2020-09-27,"Änderung des Bundesgesetzes über die Jagd und den Schutz wildlebender Säugetiere und Vögel",2506,"eidgenössisch",29,146,41.36,"Umwelt+Verkehr"
2020-09-27,"Änderung des Bundesgesetzes über die direkte Bundessteuer (DBG)",2507,"eidgenössisch",2,173,33.84,"Finanzen"
2020-09-27,"Änderung des Bundesgesetzes über den Erwerbsersatz für Dienstleistende und bei Mutterschaft",2508,"eidgenössisch",129,46,61.75,"Soziales"
2020-09-27,"Bundesbeschluss über die Beschaffung neuer Kampfflugzeuge",2509,"eidgenössisch",153,22,50.26,"Sicherheit+Armee"
2020-09-27,"Zusatzleistungsgesetz (ZLG) (Änderung: Beiträge des Kantons)",2510,"kantonal",157,17,61.82,"Andere"
2020-11-29,"Volksinitiative «Für verantwortungsvolle Unternehmen – zum Schutz von Mensch und Umwelt»",2512,"eidgenössisch",40,135,52.83,"Umwelt+Verkehr"
2020-11-29,"Volksinitiative «Für ein Verbot der Finanzierung von Kriegsmaterialproduzenten»",2513,"eidgenössisch",17,158,45.66,"Law+Order"
2021-03-07,"C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten",2521,"kantonal",76,98,41.48,"Law+Order"
2021-03-07,"Volksinitiative «Ja zum Verhüllungsverbot»",2514,"eidgenössisch",118,57,45.14,"Kirche+Staat"
2021-03-07,"Bundesgesetz über elektronische Identifizierungsdienste",2515,"eidgenössisch",1,174,35.38,"Law+Order"
2021-03-07,"Wirtschaftspartnerschaftsabkommen zwischen EFTA-Staaten und Indonesien",2516,"eidgenössisch",164,11,58.18,"Wirtschaft"
2021-03-07,"Verfassung des Kantons Zürich (Anpassung Grenzwerte)",2517,"kantonal",174,0,80.42,"Andere"
2021-03-07,"Sozialhilfegesetz (SHG) (Klare rechtliche Grundlage für Sozialdetektive)",2518,"kantonal",174,0,67.73,"Law+Order"
2021-03-07,"A. Volksinitiative «Bei Polizeimeldungen sind die Nationalitäten anzugeben»",2519,"kantonal",100,74,43.76,"Law+Order"
2021-03-07,"B. Gegenvorschlag des Kantonsrates Polizeigesetz (PolG)",2520,"kantonal",162,12,55.21,"Gesundheit"
2021-06-13,"Volksinitiative «Für eine Schweiz ohne synthetische Pestizide»",2523,"eidgenössisch",18,157,47.94,"Umwelt+Verkehr"
2021-06-13,"Volksinitiative «Mehr Geld für Familien»",2529,"kantonal",3,171,38.46,"Soziales"
2021-06-13,"Volksinitiative «Raus aus der Prämienfalle»",2528,"kantonal",3,171,36.05,"Gesundheit"
2021-06-13,"Einführungsgesetz zum Bundesgesetz über Geldspiele (EG BGS)",2527,"kantonal",174,0,65,"Andere"
2021-06-13,"Bundesgesetz über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT)",2526,"eidgenössisch",154,21,54.45,"Law+Order"
2021-06-13,"Bundesgesetz über die Verminderung von Treibhausgasemissionen (CO2-Gesetz)",2525,"eidgenössisch",59,116,55.41,"Umwelt+Verkehr"
2021-06-13,"Volksinitiative «Für sauberes Trinkwasser und gesunde Nahrung»",2522,"eidgenössisch",24,151,49.3,"Umwelt+Verkehr"
2021-06-13,"Bundesgesetz über gesetzlichen Grundlagen zur Bewältigung der Covid-19-Epidemie",2524,"eidgenössisch",148,27,64.37,"Gesundheit"
2021-09-26,"Volksinitiative «Löhne entlasten: Kapital gerecht besteuern»",2530,"eidgenössisch",7,168,35.96,"Soziales"
2021-09-26,"Änderung des Schweizerischen Zivilgesetzbuches (Ehe für alle)",2531,"eidgenössisch",172,3,69.11,"Kirche+Staat"
2021-11-28,"Volksinitiative «Bestimmung der Bundesrichterinnen und Bundesrichter im Losverfahren»",2533,"eidgenössisch",0,175,32.66,"Demokratie"
2021-11-28,"Volksinitiative «Für eine starke Pflege (Pflegeinitiative)»",2532,"eidgenössisch",167,8,61.76,"Gesundheit"
2021-11-28,"Änderung des Bundesgesetzes (Covid-19-Gesetz)",2534,"eidgenössisch",166,9,66.19,"Gesundheit"
2021-11-28,"Energiegesetz (EnerG) (Änderung vom 19. April 2021: Umsetzung der MuKEn 2014)",2535,"kantonal",147,27,62.63,"Wirtschaft"
2022-02-13,"«Ja zum Tier- und Menschenversuchsverbot»",2541,"eidgenössisch",0,175,20.32,"Kirche+Staat"
2022-02-13,"Bundesgesetz über ein Massnahmenpaket zugunsten der Medien",2544,"eidgenössisch",13,162,45.3,"Andere"
2022-02-13,"Änderung des Bundesgesetzes über die Stempelabgaben (StG)",2543,"eidgenössisch",11,164,37.1,"Finanzen"
2022-02-13,"«Ja zum Schutz der Kinder und Jugendlichen vor Tabakwerbung»",2542,"eidgenössisch",139,36,59.88,"Kirche+Staat"
2022-05-15,"Verfassung des Kantons Zürich (Änderung Stimm- und Wahlrechtsalter 16)",2552,"kantonal",5,169,35.24,"Demokratie"
2022-05-15,"Verfassung des Kantons Zürich (Änderung vom 25. Oktober 2021: Klimaschutz)",2551,"kantonal",151,23,67.12,"Demokratie"
2022-05-15,"Genehmigung und die Umsetzung des Notenaustausches zwischen der Schweiz und der EU",2550,"eidgenössisch",175,0,71.95,"Andere"
2022-05-15,"Änderung des Bundesgesetzes über die Transplantation",2548,"eidgenössisch",97,78,55.72,"Kirche+Staat"
2022-05-15,"Änderung des Bundesgesetzes über Filmproduktion und Filmkultur",2547,"eidgenössisch",76,99,55.58,"Andere"
2022-05-15,"Kantonales Bürgerrechtsgesetz (KBüG)",2553,"kantonal",161,13,69.1,"Kirche+Staat"
2022-05-15,"Kantonale Volksinitiative «für eine Elternzeit (Elternzeit-Initiative)»",2554,"kantonal",8,166,35.24,"Soziales"
2022-09-25,"Volksinitiative «Keine Massentierhaltung in der Schweiz»",2555,"eidgenössisch",14,161,46.62,"Umwelt+Verkehr"
2022-09-25,"Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer",2556,"eidgenössisch",171,4,60.27,"Soziales"
2022-09-25,"Änderung des Bundesgesetzes über die Alters- und Hinterlassenenversicherung",2557,"eidgenössisch",156,19,55.78,"Soziales"
2022-09-25,"Änderung des Bundesgesetzes über die Verrechnungssteuer",2558,"eidgenössisch",110,65,48.28,"Finanzen"
2022-09-25,"Verfassung des Kantons Zürich: Gegenvorschlag zur «Kreislauf-Initiative»",2559,"kantonal",174,0,89.27,"Umwelt+Verkehr"
2022-09-25,"Keine Steuergeschenke für Grossaktionärinnen und Grossaktionäre",2560,"kantonal",30,144,49.53,"Wirtschaft"
2022-11-27,"A. Gerechtigkeit schaffen – Krankenkassen-Prämienabzug der Realität anpassen",2561,"kantonal",146,28,51.08,"Soziales"
2022-11-27,"B. Gegenvorschlag des Kantonsrates Steuergesetz (StG)",2562,"kantonal",160,14,55.04,"Wirtschaft"
2022-11-27,"C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten",2563,"kantonal",142,32,49.87,"Andere"
2023-06-18,"OECD/G20-Mindestbesteuerung",2564,"eidgenössisch",175,0,76.64,"Wirtschaft"
2023-06-18,"Kirchenordnung der Römisch-katholischen Körperschaft",2567,"kantonal",174,0,88.22,"Kirche+Staat"
2023-06-18,"Covid-19-Gesetz",2566,"eidgenössisch",156,19,66.46,"Gesundheit"
2023-06-18,"Klima-Gesetz",2565,"eidgenössisch",107,68,62.46,"Umwelt+Verkehr"
